City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
578,Wajid,SO,84.58,broken clouds,3.8093,43.2471,xamdihotelresturant114
579,Shillong,IN,61.93,clear sky,25.5689,91.8831,Cafe Shillong Bed and Breakfast
580,Benjamin Hill,MX,82.89,clear sky,30.1667,-111.1,Hotel Benjamín Hill
581,Soyo,AO,78.96,overcast clouds,-6.1349,12.3689,Hotel Mpampa
582,Maceio,BR,83.64,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
585,Lima,PE,70.39,moderate rain,-12.0432,-77.0282,Hotel Kamana
589,Camacha,PT,62.02,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
593,Fukue,JP,69.82,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
594,Mar Del Plata,AR,68.02,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
595,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
596,Sao Joao Da Barra,BR,78.89,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
598,Broken Hill,AU,62.31,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
600,Inhambane,MZ,76.98,few clouds,-23.865,35.3833,Oceano
601,Senanga,ZM,70.12,broken clouds,-16.1167,23.2667,Zango lodge
602,Kununurra,AU,67.98,overcast clouds,-15.7667,128.7333,Hotel Kununurra
603,Vangaindrano,MG,73.02,overcast clouds,-23.35,47.6,Hotel Fanilo
605,Alcacer Do Sal,PT,61.3,broken clouds,38.3733,-8.5144,Hotel Ordem de Santiago
606,Pimenta Bueno,BR,88.56,scattered clouds,-11.6725,-61.1936,Cristalina Palace Hotel
607,Salta,AR,86.59,clear sky,-24.7859,-65.4117,Hotel Alejandro I
610,Tulsipur,NP,76.6,clear sky,28.131,82.2973,Ekanta Hotel Pvt. Ltd
611,Sabzevar,IR,78.08,scattered clouds,36.2126,57.6819,پزشکی قانونی سبزوار
613,Naron,ES,63.66,scattered clouds,43.5167,-8.1528,Marcial
614,Linqiong,CN,69.62,overcast clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
617,Lanzhou,CN,63.79,broken clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
619,Yanam,IN,81.07,few clouds,16.7333,82.2167,The Regency Hotel
620,Kapit,MY,72.66,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
621,Mega,ET,61.92,broken clouds,4.05,38.3,Amanuel Guest House
623,Lianyuan,CN,71.01,broken clouds,27.6883,111.6642,Lianyuan Hotel
628,Morant Bay,JM,84.7,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
629,Pacifica,US,70.27,mist,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
630,Cockburn Town,TC,77.88,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
631,Alyangula,AU,76.87,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
635,Makakilo City,US,74.01,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
636,Gat,IL,80.4,clear sky,31.61,34.7642,OlusHome
637,Petauke,ZM,69.04,scattered clouds,-14.2426,31.3253,Kwamwanja Wanthu
643,Najran,SA,77.65,few clouds,17.4924,44.1277,محمد هادي ال فطيح
644,Auki,SB,77.29,scattered clouds,-8.7676,160.7034,Auki Motel
648,Barranca,PE,71.69,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
650,Basoko,CD,73.09,moderate rain,1.2391,23.616,Jackyna Hotel
654,Ouricuri,BR,89.4,broken clouds,-7.8825,-40.0817,Sertão Pousada
656,Sambulawan,PH,76.51,overcast clouds,11.2016,124.4794,OBANDO FAMILY
657,Biak,ID,76.78,overcast clouds,-0.9131,122.8766,Penginapan Kim
658,Mananjary,MG,73.09,light rain,-21.2167,48.3333,Vahiny Lodge
659,Siuna,NI,88.56,scattered clouds,13.7332,-84.7773,hotel los chinitos
664,Trinidad,BO,89.58,broken clouds,-14.8333,-64.9,Hotel Piesta
667,Abnub,EG,86.32,clear sky,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
668,Faya,SA,66.31,few clouds,18.3851,42.4509,املاك خالد الشعشوع
670,Chifeng,CN,60.46,broken clouds,42.2683,118.9636,Junyu Tiancheng Hotel
671,Vao,NC,74.71,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
676,Gigmoto,PH,80.51,overcast clouds,13.7796,124.39,Cj's Travellers Inn
677,Fort-Shevchenko,KZ,61.75,clear sky,44.5086,50.263,Oasis hotel Bautino
678,Ginir,ET,60.1,moderate rain,7.1333,40.7,Sura Dare Village
679,Wilmington Island,US,81.99,few clouds,32.0036,-80.9737,Breezeway Studio Manor LLC
682,Beira,MZ,78.89,few clouds,-19.8436,34.8389,Beira Terrace Hotel
683,Hays,US,66.99,overcast clouds,30.0502,-98.0336,Sinya on Lone Man Creek
684,San Andres,CO,87.82,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
685,Mtsamboro,YT,81.72,overcast clouds,-12.6998,45.0689,4 Etoiles
686,Jalu,LY,86.02,overcast clouds,29.0331,21.5482,صاحبة الفخامة
